"X","Running_no","Cruise_no","Filter_no","Filter_name","Vac_valve","Operator","Comments","Date","Cruise","Station_name","CTD_station","Depth","Niskin","Bottle","Sample_type","Filter","Chip_number","x","Plate","sample_type","well","Season","Location","Month","Year","Date_2"
1387,215,2022607,"205","X2022607_205",4,"GGU","","21.03.2022",2022607,"BE_E",461,11.2,"9","Surface","Surface",205,NA,1387,"Plate_NJ","e_sample","F4","Spring","BE","03","2022","2022_03"
1388,216,2022607,"33","X2022607_33",5,"GGU","","18.03.2022",2022607,"BA_G",404,12.2,"11","Surface","Surface",33,NA,1388,"Plate_NJ","e_sample","G4","Spring","BA","03","2022","2022_03"
1389,217,2022607,"191","X2022607_191",6,"GGU","","21.03.2022",2022607,"BE_D",NA,NA,"","H2O","BLW",191,NA,1389,"Plate_NJ","BLW","H4","Spring","BE","03","2022","2022_03"
1390,218,2022607,"210","X2022607_210",7,"GGU","","21.03.2022",2022607,"BE_E",461,52.7,"7","Pycnocline","Pycnocline",210,NA,1390,"Plate_NJ","e_sample","A5","Spring","BE","03","2022","2022_03"
1391,219,2022607,"11","X2022607_11",8,"GGU","Too hard to flush in the MBL solution","18.03.2022",2022607,"BA_K",402,11.5,"11","Surface","Surface",11,NA,1391,"Plate_NJ","e_sample","B5","Spring","BA","03","2022","2022_03"
1392,220,2022607,"49","X2022607_49",9,"GGU","","18.03.2022",2022607,"BA_C",406,9.3,"9","Surface","Surface",49,NA,1392,"Plate_NJ","e_sample","C5","Spring","BA","03","2022","2022_03"
1394,222,2022607,"195","X2022607_195",11,"GGU","","21.03.2022",2022607,"BE_D",460,206.7,"3","Bottom","Bottom",195,NA,1394,"Plate_NJ","e_sample","D5","Spring","BE","03","2022","2022_03"
1396,224,2022607,"196","X2022607_196",13,"GGU","","21.03.2022",2022607,"BE_D",460,49.7,"6","Pycnocline","Pycnocline",196,NA,1396,"Plate_NJ","e_sample","E5","Spring","BE","03","2022","2022_03"
1397,225,2022607,"16","X2022607_16",14,"GGU","Too hard to flush in the MBL solution","18.03.2022",2022607,"BA_H",403,12.2,"9","Surface","Surface",16,NA,1397,"Plate_NJ","e_sample","F5","Spring","BA","03","2022","2022_03"
1398,226,2022607,"9","X2022607_9",15,"GGU","","18.03.2022",2022607,"BA_K",402,87.8,"4","Bottom","Bottom",9,NA,1398,"Plate_NJ","e_sample","G5","Spring","BA","03","2022","2022_03"
1399,227,2022607,"42","X2022607_42",16,"GGU","","18.03.2022",2022607,"BA_A",405,107.8,"4","Bottom","Bottom",42,NA,1399,"Plate_NJ","e_sample","H5","Spring","BA","03","2022","2022_03"
1400,228,2022607,"186","X2022607_186",17,"GGU","","21.03.2022",2022607,"BE_C",459,10.7,"10","Surface","Surface",186,NA,1400,"Plate_NJ","e_sample","A6","Spring","BE","03","2022","2022_03"
1401,229,2022607,"10","X2022607_10",18,"GGU","","18.03.2022",2022607,"BA_K",402,51.7,"7","Pycnocline","Pycnocline",10,NA,1401,"Plate_NJ","e_sample","B6","Spring","BA","03","2022","2022_03"
1402,230,2022607,"154","X2022607_154",19,"GGU","","20.03.2022",2022607,"BE_G",455,60,"4","Bottom","Bottom",154,NA,1402,"Plate_NJ","e_sample","C6","Spring","BE","03","2022","2022_03"
1404,232,2022607,"15","X2022607_15",21,"GGU","","18.03.2022",2022607,"BA_H",403,65.1,"5","Pycnocline","Pycnocline",15,NA,1404,"Plate_NJ","e_sample","D6","Spring","BA","03","2022","2022_03"
1405,233,2022607,"279","X2022607_279",22,"GGU","Too hard to flush in the MBL solution","22.03.2022",2022607,"",NA,NA,"","Pycnocline","Pipe Blank Pycnocline",279,NA,1405,"Plate_NJ","BLW","E6","Spring",NA,"03","2022","2022_03"
1408,236,2022607,"14","X2022607_14",1,"GGU","","18.03.2022",2022607,"BA_H",403,104.3,"2","Bottom","Bottom",14,NA,1408,"Plate_NJ","e_sample","F6","Spring","BA","03","2022","2022_03"
1409,237,2022607,"74","X2022607_74",2,"GGU","","18.03.2022",2022607,"BA_E",408,175.9,"4","Bottom","Bottom",74,NA,1409,"Plate_NJ","e_sample","G6","Spring","BA","03","2022","2022_03"
1410,238,2022607,"69","X2022607_69",3,"GGU","","18.03.2022",2022607,"BA_E",408,53.4,"5","Pycnocline","Pycnocline",69,NA,1410,"Plate_NJ","e_sample","H6","Spring","BA","03","2022","2022_03"
1411,239,2022607,"6","X2022607_6",4,"GGU","","18.03.2022",2022607,"BA_K",402,87.8,"3","Bottom","Bottom",6,NA,1411,"Plate_NJ","e_sample","A7","Spring","BA","03","2022","2022_03"
1412,240,2022607,"185","X2022607_185",5,"GGU","","21.03.2022",2022607,"BE_C",459,52.3,"6","Pycnocline","Pycnocline",185,NA,1412,"Plate_NJ","e_sample","B7","Spring","BE","03","2022","2022_03"
1413,241,2022607,"161","X2022607_161",6,"GGU","Too hard to flush in the MBL solution","20.03.2022",2022607,"BE_F",456,10.4,"9","Surface","Surface",161,NA,1413,"Plate_NJ","e_sample","C7","Spring","BE","03","2022","2022_03"
1414,242,2022607,"17","X2022607_17",7,"GGU","This can be wrong (Bottom-Surface)","18.03.2022",2022607,"BA_H",403,104.3,"4","Bottom","Bottom",17,NA,1414,"Plate_NJ","e_sample","D7","Spring","BA","03","2022","2022_03"
1415,243,2022607,"47","X2022607_47",8,"GGU","","18.03.2022",2022607,"BA_C",406,121.3,"2","Bottom","Bottom",47,NA,1415,"Plate_NJ","e_sample","E7","Spring","BA","03","2022","2022_03"
1416,244,2022607,"184","X2022607_184",9,"GGU","","21.03.2022",2022607,"BE_C",459,172.4,"3","Bottom","Bottom",184,NA,1416,"Plate_NJ","e_sample","F7","Spring","BE","03","2022","2022_03"
1417,245,2022607,"164","X2022607_164",10,"GGU","","20.03.2022",2022607,"BE_F",456,10.4,"10","Surface","Surface",164,NA,1417,"Plate_NJ","e_sample","G7","Spring","BE","03","2022","2022_03"
1418,246,2022607,"53","X2022607_53",11,"GGU","","18.03.2022",2022607,"BA_C",406,121.3,"4","Bottom","Bottom",53,NA,1418,"Plate_NJ","e_sample","H7","Spring","BA","03","2022","2022_03"
1420,248,2022607,"43","X2022607_43",1,"GGU","","18.03.2022",2022607,"BA_A",405,32.7,"7","Pycnocline","Pycnocline",43,NA,1420,"Plate_NJ","e_sample","A8","Spring","BA","03","2022","2022_03"
1421,249,2022607,"171","X2022607_171",2,"GGU","","20.03.2022",2022607,"BE_A",457,50.2,"5","Pycnocline","Pycnocline",171,NA,1421,"Plate_NJ","e_sample","B8","Spring","BE","03","2022","2022_03"
1422,250,2022607,"73","X2022607_73",3,"GGU","","18.03.2022",2022607,"BA_E",408,12.1,"10","Surface","Surface",73,NA,1422,"Plate_NJ","e_sample","C8","Spring","BA","03","2022","2022_03"
1424,252,2022607,"31","X2022607_31",5,"GGU","","18.03.2022",2022607,"BA_G",404,160.3,"4","Bottom","Bottom",31,NA,1424,"Plate_NJ","e_sample","D8","Spring","BA","03","2022","2022_03"
1425,253,2022607,"71","X2022607_71",6,"GGU","","18.03.2022",2022607,"BA_E",408,175.9,"3","Bottom","Bottom",71,NA,1425,"Plate_NJ","e_sample","E8","Spring","BA","03","2022","2022_03"
1426,254,2022607,"167","X2022607_167",7,"GGU","","20.03.2022",2022607,"BE_F",456,10.4,"11","Surface","Surface",167,NA,1426,"Plate_NJ","e_sample","F8","Spring","BE","03","2022","2022_03"
1427,255,2022607,"173","X2022607_173",8,"GGU","","20.03.2022",2022607,"BE_A",457,148.2,"4","Bottom","Bottom",173,NA,1427,"Plate_NJ","e_sample","G8","Spring","BE","03","2022","2022_03"
1428,256,2022607,"39","X2022607_39",9,"GGU","","18.03.2022",2022607,"BA_A",405,107.8,"3","Bottom","Bottom",39,NA,1428,"Plate_NJ","e_sample","H8","Spring","BA","03","2022","2022_03"
1429,257,2022607,"32","X2022607_32",10,"GGU","","18.03.2022",2022607,"BA_G",404,53,"7","Pycnocline","Pycnocline",32,NA,1429,"Plate_NJ","e_sample","A9","Spring","BA","03","2022","2022_03"
1432,260,2022607,"197","X2022607_197",1,"GGU","","21.03.2022",2022607,"BE_D",460,9.4,"10","Surface","Surface",197,NA,1432,"Plate_NJ","e_sample","B9","Spring","BE","03","2022","2022_03"
1434,262,2022607,"30","X2022607_30",3,"GGU","","18.03.2022",2022607,"BA_G",404,12.2,"10","Surface","Surface",30,NA,1434,"Plate_NJ","e_sample","C9","Spring","BA","03","2022","2022_03"
1435,263,2022607,"26","X2022607_26",4,"GGU","","18.03.2022",2022607,"BA_G",404,53,"5","Pycnocline","Pycnocline",26,NA,1435,"Plate_NJ","e_sample","D9","Spring","BA","03","2022","2022_03"
1436,264,2022607,"175","X2022607_175",5,"GGU","","20.03.2022",2022607,"BE_A",457,10.2,"11","Surface","Surface",175,NA,1436,"Plate_NJ","e_sample","E9","Spring","BE","03","2022","2022_03"
1437,265,2022607,"1","X2022607_1",6,"GGU","","18.03.2022",2022607,"BA_K",NA,NA,"","Luft","BLA",1,NA,1437,"Plate_NJ","BLA","F9","Spring","BA","03","2022","2022_03"
1438,266,2022607,"20","X2022607_20",7,"GGU","This can be wrong (Bottom-Surface)","18.03.2022",2022607,"BA_H",403,104.3,"3","Bottom","Bottom",20,NA,1438,"Plate_NJ","e_sample","G9","Spring","BA","03","2022","2022_03"
1440,268,2022607,"40","X2022607_40",9,"GGU","","18.03.2022",2022607,"BA_A",405,32.7,"6","Pycnocline","Pycnocline",40,NA,1440,"Plate_NJ","e_sample","H9","Spring","BA","03","2022","2022_03"
1441,269,2022607,"183","X2022607_183",10,"GGU","","21.03.2022",2022607,"BE_C",459,10.7,"9","Surface","Surface",183,NA,1441,"Plate_NJ","e_sample","A10","Spring","BE","03","2022","2022_03"
1442,270,2022607,"166","X2022607_166",11,"GGU","","20.03.2022",2022607,"BE_F",456,50.8,"7","Pycnocline","Pycnocline",166,NA,1442,"Plate_NJ","e_sample","B10","Spring","BE","03","2022","2022_03"
1444,272,2022607,"172","X2022607_172",13,"GGU","","20.03.2022",2022607,"BE_A",457,10.2,"9","Surface","Surface",172,NA,1444,"Plate_NJ","e_sample","C10","Spring","BE","03","2022","2022_03"
1445,273,2022607,"37","X2022607_37",14,"GGU","","18.03.2022",2022607,"BA_A",405,32.7,"5","Pycnocline","Pycnocline",37,NA,1445,"Plate_NJ","e_sample","D10","Spring","BA","03","2022","2022_03"
1446,274,2022607,"159","X2022607_159",15,"GGU","","20.03.2022",2022607,"BE_F",456,131.3,"2","Bottom","Bottom",159,NA,1446,"Plate_NJ","e_sample","E10","Spring","BE","03","2022","2022_03"
1448,276,2022607,"188","X2022607_188",17,"GGU","","21.03.2022",2022607,"BE_C",459,52.3,"7","Pycnocline","Pycnocline",188,NA,1448,"Plate_NJ","e_sample","F10","Spring","BE","03","2022","2022_03"
1449,277,2022607,"156","X2022607_156",18,"GGU","","20.03.2022",2022607,"BE_G",455,10,"11","Surface","Surface",156,NA,1449,"Plate_NJ","e_sample","G10","Spring","BE","03","2022","2022_03"
1450,278,2022607,"194","X2022607_194",19,"GGU","","21.03.2022",2022607,"BE_D",460,9.4,"9","Surface","Surface",194,NA,1450,"Plate_NJ","e_sample","H10","Spring","BE","03","2022","2022_03"
1451,279,2022607,"162","X2022607_162",20,"GGU","","20.03.2022",2022607,"BE_F",456,131.3,"3","Bottom","Bottom",162,NA,1451,"Plate_NJ","e_sample","A11","Spring","BE","03","2022","2022_03"
1452,280,2022607,"153","X2022607_153",21,"GGU","","20.03.2022",2022607,"BE_G",455,10,"10","Surface","Surface",153,NA,1452,"Plate_NJ","e_sample","B11","Spring","BE","03","2022","2022_03"
1454,1,2022624,"80","X2022624_80",1,"GGU","","06.09.2022",2022624,"BE_G",1081,10,"11","Red","Surface",80,NA,1454,"Plate_NJ","e_sample","C11","Autumn","BE","09","2022","2022_09"
1455,2,2022624,"121","X2022624_121",2,"GGU","","06.09.2022",2022624,"BE_D",1085,11,"11","Red","Surface",121,NA,1455,"Plate_NJ","e_sample","D11","Autumn","BE","09","2022","2022_09"
1456,3,2022624,"20","X2022624_20",3,"GGU","","05.09.2022",2022624,"OL_B",1075,85,"4","Blue","Bottom",20,NA,1456,"Plate_NJ","e_sample","E11","Autumn","OL","09","2022","2022_09"
1457,4,2022624,"106","X2022624_106",4,"GGU","","06.09.2022",2022624,"BE_A",1084,53,"5","GY","Pycnocline",106,NA,1457,"Plate_NJ","e_sample","F11","Autumn","BE","09","2022","2022_09"
1458,5,2022624,"66","X2022624_66",5,"GGU","","06.09.2022",2022624,"FR_A",1080,76,"2","Blue","Bottom",66,NA,1458,"Plate_NJ","e_sample","G11","Autumn","FR","09","2022","2022_09"
1459,6,2022624,"81","X2022624_81",6,"GGU","","06.09.2022",2022624,"BE_G",1081,50,"6","GY","Pycnocline",81,NA,1459,"Plate_NJ","e_sample","H11","Autumn","BE","09","2022","2022_09"
1460,7,2022624,"35","X2022624_35",7,"GGU","","06.09.2022",2022624,"FR_D",1077,44,"2","Blue","Bottom",35,NA,1460,"Plate_NJ","e_sample","A12","Autumn","FR","09","2022","2022_09"
1461,8,2022624,"28","X2022624_28",8,"GGU","","05.09.2022",2022624,"OL_A",1076,82,"3","Blue","Bottom",28,NA,1461,"Plate_NJ","e_sample","B12","Autumn","OL","09","2022","2022_09"
1462,9,2022624,"26","X2022624_26",9,"GGU","","05.09.2022",2022624,"OL_A",1076,10,"10","Red","Surface",26,NA,1462,"Plate_NJ","e_sample","C12","Autumn","OL","09","2022","2022_09"
1463,10,2022624,"12","X2022624_12",10,"GGU","","05.09.2022",2022624,"OL_B",1075,11,"9","Red","Surface",12,NA,1463,"Plate_NJ","e_sample","D12","Autumn","OL","09","2022","2022_09"
1464,11,2022624,"48","X2022624_48",11,"GGU","","06.09.2022",2022624,"FR_C",1078,78,"3","Blue","Bottom",48,NA,1464,"Plate_NJ","e_sample","E12","Autumn","FR","09","2022","2022_09"
1465,12,2022624,"37","X2022624_37",12,"GGU","","06.09.2022",2022624,"FR_D",1077,26,"6","GY","Pycnocline",37,NA,1465,"Plate_NJ","e_sample","F12","Autumn","FR","09","2022","2022_09"
1466,13,2022624,"122","X2022624_122",13,"GGU","","06.09.2022",2022624,"BE_D",1085,51,"7","GY","Pycnocline",122,NA,1466,"Plate_NJ","e_sample","G12","Autumn","BE","09","2022","2022_09"
1467,14,2022624,"113","X2022624_113",14,"GGU","","06.09.2022",2022624,"BE_A",1084,150,"4","Blue","Bottom",113,NA,1467,"Plate_NK","e_sample","B1","Autumn","BE","09","2022","2022_09"
1468,15,2022624,"13","X2022624_13",15,"GGU","","05.09.2022",2022624,"OL_B",1075,51,"5","GY","Pycnocline",13,NA,1468,"Plate_NK","e_sample","C1","Autumn","OL","09","2022","2022_09"
1469,16,2022624,"76","X2022624_76",16,"GGU","","06.09.2022",2022624,"BE_G",1081,66,"2","Blue","Bottom",76,NA,1469,"Plate_NK","e_sample","E1","Autumn","BE","09","2022","2022_09"
1472,19,2022624,"43","X2022624_43",19,"GGU","","06.09.2022",2022624,"FR_C",1078,10,"9","Red","Surface",43,NA,1472,"Plate_NK","e_sample","F1","Autumn","FR","09","2022","2022_09"
1473,20,2022624,"119","X2022624_119",20,"GGU","","06.09.2022",2022624,"BE_D",1085,51,"6","GY","Pycnocline",119,NA,1473,"Plate_NK","e_sample","G1","Autumn","BE","09","2022","2022_09"
1474,21,2022624,"75","X2022624_75",21,"GGU","","06.09.2022",2022624,"BE_G",1081,50,"5","GY","Pycnocline",75,NA,1474,"Plate_NK","e_sample","H1","Autumn","BE","09","2022","2022_09"
1475,22,2022624,"4","X2022624_4",22,"GGU","","05.09.2022",2022624,"OL_C",1074,84,"2","Blue","Bottom",4,NA,1475,"Plate_NK","e_sample","A2","Autumn","OL","09","2022","2022_09"
1478,25,2022624,"3","X2022624_3",1,"GGU","","05.09.2022",2022624,"OL_C",1074,51,"5","GY","Pycnocline",3,NA,1478,"Plate_NK","e_sample","B2","Autumn","OL","09","2022","2022_09"
1479,26,2022624,"57","X2022624_57",2,"GGU","","06.09.2022",2022624,"FR_B",1079,50,"6","GY","Pycnocline",57,NA,1479,"Plate_NK","e_sample","D2","Autumn","FR","09","2022","2022_09"
1480,27,2022624,"115","X2022624_115",3,"GGU","","06.09.2022",2022624,"BE_D",1085,11,"9","Red","Surface",115,NA,1480,"Plate_NK","e_sample","E2","Autumn","BE","09","2022","2022_09"
1481,28,2022624,"74","X2022624_74",4,"GGU","","06.09.2022",2022624,"BE_G",1081,10,"9","Red","Surface",74,NA,1481,"Plate_NK","e_sample","F2","Autumn","BE","09","2022","2022_09"
1482,29,2022624,"49","X2022624_49",5,"GGU","","06.09.2022",2022624,"FR_C",1078,10,"11","Red","Surface",49,NA,1482,"Plate_NK","e_sample","G2","Autumn","FR","09","2022","2022_09"
1483,30,2022624,"71","X2022624_71",6,"GGU","","06.09.2022",2022624,"FR_A",1080,50,"7","GY","Pycnocline",71,NA,1483,"Plate_NK","e_sample","H2","Autumn","FR","09","2022","2022_09"
1484,31,2022624,"47","X2022624_47",7,"GGU","","06.09.2022",2022624,"FR_C",1078,50,"6","GY","Pycnocline",47,NA,1484,"Plate_NK","e_sample","A3","Autumn","FR","09","2022","2022_09"
1485,32,2022624,"111","X2022624_111",8,"GGU","","06.09.2022",2022624,"BE_A",1084,11,"11","Red","Surface",111,NA,1485,"Plate_NK","e_sample","B3","Autumn","BE","09","2022","2022_09"
1486,33,2022624,"70","X2022624_70",9,"GGU","","06.09.2022",2022624,"FR_A",1080,11,"11","Red","Surface",70,NA,1486,"Plate_NK","e_sample","C3","Autumn","FR","09","2022","2022_09"
1487,34,2022624,"27","X2022624_27",10,"GGU","","05.09.2022",2022624,"OL_A",1076,51,"6","GY","Pycnocline",27,NA,1487,"Plate_NK","e_sample","D3","Autumn","OL","09","2022","2022_09"
1488,35,2022624,"56","X2022624_56",11,"GGU","","06.09.2022",2022624,"FR_B",1079,11,"10","Red","Surface",56,NA,1488,"Plate_NK","e_sample","E3","Autumn","FR","09","2022","2022_09"
1489,36,2022624,"112","X2022624_112",12,"GGU","","06.09.2022",2022624,"BE_A",1084,53,"7","GY","Pycnocline",112,NA,1489,"Plate_NK","e_sample","F3","Autumn","BE","09","2022","2022_09"
1490,37,2022624,"38","X2022624_38",13,"GGU","","06.09.2022",2022624,"FR_D",1077,44,"3","Blue","Bottom",38,NA,1490,"Plate_NK","e_sample","G3","Autumn","FR","09","2022","2022_09"
1491,38,2022624,"65","X2022624_65",14,"GGU","","06.09.2022",2022624,"FR_A",1080,50,"5","GY","Pycnocline",65,NA,1491,"Plate_NK","e_sample","H3","Autumn","FR","09","2022","2022_09"
1492,39,2022624,"54","X2022624_54",15,"GGU","","06.09.2022",2022624,"FR_B",1079,50,"5","GY","Pycnocline",54,NA,1492,"Plate_NK","e_sample","A4","Autumn","FR","09","2022","2022_09"
1493,40,2022624,"18","X2022624_18",16,"GGU","","05.09.2022",2022624,"OL_B",1075,11,"11","Red","Surface",18,NA,1493,"Plate_NK","e_sample","B4","Autumn","OL","09","2022","2022_09"
1494,41,2022624,"50","X2022624_50",17,"GGU","","06.09.2022",2022624,"FR_C",1078,50,"7","GY","Pycnocline",50,NA,1494,"Plate_NK","e_sample","C4","Autumn","FR","09","2022","2022_09"
1495,42,2022624,"109","X2022624_109",18,"GGU","","06.09.2022",2022624,"BE_A",1084,53,"6","GY","Pycnocline",109,NA,1495,"Plate_NK","e_sample","D4","Autumn","BE","09","2022","2022_09"
1496,43,2022624,"105","X2022624_105",19,"GGU","","06.09.2022",2022624,"BE_A",1084,11,"9","Red","Surface",105,NA,1496,"Plate_NK","e_sample","E4","Autumn","BE","09","2022","2022_09"
1497,44,2022624,"53","X2022624_53",20,"GGU","","06.09.2022",2022624,"FR_B",1079,11,"9","Red","Surface",53,NA,1497,"Plate_NK","e_sample","F4","Autumn","FR","09","2022","2022_09"
1498,45,2022624,"67","X2022624_67",21,"GGU","","06.09.2022",2022624,"FR_A",1080,11,"10","Red","Surface",67,NA,1498,"Plate_NK","e_sample","G4","Autumn","FR","09","2022","2022_09"
1499,46,2022624,"17","X2022624_17",22,"GGU","","05.09.2022",2022624,"OL_B",1075,85,"3","Blue","Bottom",17,NA,1499,"Plate_NK","e_sample","H4","Autumn","OL","09","2022","2022_09"
1500,47,2022624,"EB19062023","X2022624_EB19062023",23,"GGU","","",NA,"",NA,NA,"","","",NA,NA,1500,"Plate_NK","EB","A5",NA,NA,"","","_"
1501,48,2022624,"LB19062023","X2022624_LB19062023",24,"GGU","","",NA,"",NA,NA,"","","",NA,NA,1501,"Plate_NK","LB","B5",NA,NA,"","","_"
1502,49,2022624,"45","X2022624_45",12,"GGU","","06.09.2022",2022624,"FR_C",1078,78,"2","Blue","Bottom",45,NA,1502,"Plate_NK","e_sample","C5","Autumn","FR","09","2022","2022_09"
1503,50,2022624,"79","X2022624_79",11,"GGU","","06.09.2022",2022624,"BE_G",1081,66,"3","Blue","Bottom",79,NA,1503,"Plate_NK","e_sample","D5","Autumn","BE","09","2022","2022_09"
1504,51,2022624,"44","X2022624_44",10,"GGU","","06.09.2022",2022624,"FR_C",1078,50,"5","GY","Pycnocline",44,NA,1504,"Plate_NK","e_sample","E5","Autumn","FR","09","2022","2022_09"
1505,52,2022624,"6","X2022624_6",9,"GGU","","05.09.2022",2022624,"OL_C",1074,51,"6","GY","Pycnocline",6,NA,1505,"Plate_NK","e_sample","F5","Autumn","OL","09","2022","2022_09"
1506,53,2022624,"107","X2022624_107",8,"GGU","The filter was broken so some leackage happened, only half of liquid remained","06.09.2022",2022624,"BE_A",1084,150,"2","Blue","Bottom",107,NA,1506,"Plate_NK","e_sample","G5","Autumn","BE","09","2022","2022_09"
1507,54,2022624,"68","X2022624_68",7,"GGU","","06.09.2022",2022624,"FR_A",1080,50,"6","GY","Pycnocline",68,NA,1507,"Plate_NK","e_sample","H5","Autumn","FR","09","2022","2022_09"
1508,55,2022624,"114","X2022624_114",6,"GGU","","06.09.2022",2022624,"BE_D",1085,NA,"","WB","BLW",114,NA,1508,"Plate_NK","BLW","A6","Autumn","BE","09","2022","2022_09"
1509,56,2022624,"77","X2022624_77",5,"GGU","","06.09.2022",2022624,"BE_G",1081,10,"10","Red","Surface",77,NA,1509,"Plate_NK","e_sample","B6","Autumn","BE","09","2022","2022_09"
1510,57,2022624,"123","X2022624_123",4,"GGU","","06.09.2022",2022624,"BE_D",1085,211,"4","Blue","Bottom",123,NA,1510,"Plate_NK","e_sample","D6","Autumn","BE","09","2022","2022_09"
1511,58,2022624,"108","X2022624_108",3,"GGU","","06.09.2022",2022624,"BE_A",1084,11,"10","Red","Surface",108,NA,1511,"Plate_NK","e_sample","E6","Autumn","BE","09","2022","2022_09"
1512,59,2022624,"64","X2022624_64",2,"GGU","","06.09.2022",2022624,"FR_A",1080,11,"9","Red","Surface",64,NA,1512,"Plate_NK","e_sample","F6","Autumn","FR","09","2022","2022_09"
1513,60,2022624,"7","X2022624_7",1,"GGU","","05.09.2022",2022624,"OL_C",1074,84,"3","Blue","Bottom",7,NA,1513,"Plate_NK","e_sample","G6","Autumn","OL","09","2022","2022_09"
1514,61,2022624,"24","X2022624_24",13,"GGU","","05.09.2022",2022624,"OL_A",1076,51,"5","GY","Pycnocline",24,NA,1514,"Plate_NK","e_sample","H6","Autumn","OL","09","2022","2022_09"
1515,62,2022624,"14","X2022624_14",14,"GGU","","05.09.2022",2022624,"OL_B",1075,85,"2","Blue","Bottom",14,NA,1515,"Plate_NK","e_sample","A7","Autumn","OL","09","2022","2022_09"
1516,63,2022624,"117","X2022624_117",15,"GGU","","06.09.2022",2022624,"BE_D",1085,211,"2","Blue","Bottom",117,NA,1516,"Plate_NK","e_sample","B7","Autumn","BE","09","2022","2022_09"
1517,64,2022624,"69","X2022624_69",16,"GGU","","06.09.2022",2022624,"FR_A",1080,76,"3","Blue","Bottom",69,NA,1517,"Plate_NK","e_sample","D7","Autumn","FR","09","2022","2022_09"
1518,65,2022624,"72","X2022624_72",17,"GGU","","06.09.2022",2022624,"FR_A",1080,76,"4","Blue","Bottom",72,NA,1518,"Plate_NK","e_sample","E7","Autumn","FR","09","2022","2022_09"
1519,66,2022624,"120","X2022624_120",18,"GGU","","06.09.2022",2022624,"BE_D",1085,211,"3","Blue","Bottom",120,NA,1519,"Plate_NK","e_sample","F7","Autumn","BE","09","2022","2022_09"
1520,67,2022624,"21","X2022624_21",19,"GGU","","05.09.2022",2022624,"OL_A",1076,NA,"","AB","BLA",21,NA,1520,"Plate_NK","BLA","G7","Autumn","OL","09","2022","2022_09"
1521,68,2022624,"40","X2022624_40",20,"GGU","","06.09.2022",2022624,"FR_D",1077,26,"7","GY","Pycnocline",40,NA,1521,"Plate_NK","e_sample","H7","Autumn","FR","09","2022","2022_09"
1522,69,2022624,"11","X2022624_11",21,"GGU","","05.09.2022",2022624,"OL_B",1075,NA,"","WB","BLW",11,NA,1522,"Plate_NK","BLW","A8","Autumn","OL","09","2022","2022_09"
1524,71,2022624,"EB20062023","X2022624_EB20062023",23,"GGU","","",NA,"",NA,NA,"","","",NA,NA,1524,"Plate_NK","EB","B8",NA,NA,"","","_"
1525,72,2022624,"LB20062023","X2022624_LB20062023",24,"GGU","","",NA,"",NA,NA,"","","",NA,NA,1525,"Plate_NK","LB","C8",NA,NA,"","","_"
1526,73,2022624,"128","X2022624_128",12,"GGU","","06.09.2022",2022624,"BE_E",1086,11,"10","Red","Surface",128,NA,1526,"Plate_NK","e_sample","D8","Autumn","BE","09","2022","2022_09"
1527,74,2022624,"23","X2022624_23",11,"GGU","","05.09.2022",2022624,"OL_A",1076,10,"9","Red","Surface",23,NA,1527,"Plate_NK","e_sample","E8","Autumn","OL","09","2022","2022_09"
1529,76,2022624,"78","X2022624_78",9,"GGU","","06.09.2022",2022624,"BE_G",1081,50,"7","GY","Pycnocline",78,NA,1529,"Plate_NK","e_sample","F8","Autumn","BE","09","2022","2022_09"
1530,77,2022624,"34","X2022624_34",8,"GGU","","06.09.2022",2022624,"FR_D",1077,26,"5","GY","Pycnocline",34,NA,1530,"Plate_NK","e_sample","G8","Autumn","FR","09","2022","2022_09"
1531,78,2022624,"10","X2022624_10",7,"GGU","","05.09.2022",2022624,"OL_C",1074,84,"4","Blue","Bottom",10,NA,1531,"Plate_NK","e_sample","H8","Autumn","OL","09","2022","2022_09"
1532,79,2022624,"127","X2022624_127",6,"GGU","","06.09.2022",2022624,"BE_E",1086,119,"2","Blue","Bottom",127,NA,1532,"Plate_NK","e_sample","A9","Autumn","BE","09","2022","2022_09"
1533,80,2022624,"95","X2022624_95",5,"GGU","","06.09.2022",2022624,"BE_C",1083,51,"5","GY","Pycnocline",95,NA,1533,"Plate_NK","e_sample","B9","Autumn","BE","09","2022","2022_09"
1534,81,2022624,"93","X2022624_93",4,"GGU","","06.09.2022",2022624,"BE_C",1083,NA,"","WB","BLW",93,NA,1534,"Plate_NK","BLW","C9","Autumn","BE","09","2022","2022_09"
1535,82,2022624,"19","X2022624_19",3,"GGU","","05.09.2022",2022624,"OL_B",1075,51,"7","GY","Pycnocline",19,NA,1535,"Plate_NK","e_sample","D9","Autumn","OL","09","2022","2022_09"
1536,83,2022624,"96","X2022624_96",2,"GGU","","06.09.2022",2022624,"BE_C",1083,175,"2","Blue","Bottom",96,NA,1536,"Plate_NK","e_sample","E9","Autumn","BE","09","2022","2022_09"
1537,84,2022624,"126","X2022624_126",1,"GGU","","06.09.2022",2022624,"BE_E",1086,52,"5","GY","Pycnocline",126,NA,1537,"Plate_NK","e_sample","F9","Autumn","BE","09","2022","2022_09"
1538,85,2022624,"55","X2022624_55",13,"GGU","","06.09.2022",2022624,"FR_B",1079,68,"2","Blue","Bottom",55,NA,1538,"Plate_NK","e_sample","G9","Autumn","FR","09","2022","2022_09"
